"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","logSalePrice","GarageCars_f","pool_yn","porch_yn","Fence_f","WoodDeckSF_group","OpenPorchSF_group","EnclosedPorch_group","MiscVal_group","X2ndFlrSFDIV1st","TotalBath","BedroomAbvGr4plus","KitchenQual.Fac","KitchenQual.FacNum","TotRmsAbvGrd10plus","FireplaceY","GarageTypeY","GarageCars.Fac","GarageCars3plus","GarageCond.Fac","GarageCond.N","PavedDrive.Fac","PavedDriveY","MSSubClass_group","YearBuilt.b","YearRemodAdd.b","RoofStyleY","RoofMatl.n","Exterior1st.n","Exterior2nd.n","MasVnrType.n","MasVnrArea.b","ExterQual.n","ExterCond.n","Foundation.n","BsmtQual.n","BsmtCond.n","BsmtExposure.n","BsmtFinType1.n","BsmtFinSF1.b","BsmtFinType2.n","BsmtFinSF2.b","BsmtUnfSF.b","TotalBsmtSF.b","Heating.n","HeatingQC.n","CentralAir.n","Electrical.n"
"1295",1295,20,"RL",60,8172,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1955,1990,"Hip","CompShg","WdShing","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Rec",167,"Unf",0,697,864,"GasA","TA","Y","SBrkr",864,0,0,864,1,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1957,"Unf",2,572,"TA","TA","N",0,0,0,0,0,0,NA,NA,NA,0,4,2006,"WD","Normal",115000,11.6526874073454,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,1,2,"TA",2,5,0,0,"2",3,"TA",3,"N",0,"0-30",2,3,1,2,15,11,3,0,2,3,2,3,3,1,3,1,1,0,3,4,2,3,1,5
"1296",1296,20,"RL",70,8400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","BrkFace",168,"TA","TA","CBlock","TA","TA","Av","BLQ",1016,"Unf",0,36,1052,"GasA","Gd","Y","SBrkr",1052,0,0,1052,1,0,1,1,3,1,"TA",5,"Typ",0,NA,"Attchd",1968,"RFn",1,288,"TA","TA","Y",356,0,0,0,0,0,NA,"GdWo",NA,0,11,2006,"WD","Normal",138500,11.8386256046095,"1",0,0,"GdWo","300-400SF","0-50SF","0-50SF","$0-$200",0,1.5,3,"TA",2,5,0,1,"1",2,"TA",3,"Y",1,"0-30",3,1,1,2,7,7,2,1,2,3,2,3,3,3,4,5,1,0,1,5,2,4,1,5
"1297",1297,20,"RL",80,8700,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1963,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",148,"TA","Gd","CBlock","TA","TA","Mn","ALQ",776,"Unf",0,344,1120,"GasA","Gd","Y","SBrkr",1128,0,0,1128,1,0,2,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1963,"RFn",2,525,"TA","TA","Y",192,20,123,0,0,0,NA,"MnPrv",NA,0,12,2008,"WD","Normal",155000,11.9511803959014,"2",0,0,"MnPrv","100-200SF","0-50SF","100-150SF","$0-$200",0,2,3,"TA",2,6,0,1,"2",3,"TA",3,"Y",1,"0-30",3,1,1,2,9,9,2,1,2,4,2,3,3,2,5,4,1,0,2,5,2,4,1,5
"1298",1298,180,"RM",35,3675,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","SFoyer",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",82,"TA","TA","PConc","Gd","TA","Gd","GLQ",547,"Unf",0,0,547,"GasA","Gd","Y","SBrkr",1072,0,0,1072,1,0,2,0,2,1,"TA",5,"Typ",0,NA,"Basment",2005,"Fin",2,525,"TA","TA","Y",0,44,0,0,0,0,NA,NA,NA,0,6,2006,"New","Partial",140000,11.8493977015914,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,2,2,"TA",2,5,0,0,"2",3,"TA",3,"Y",1,"90-200",4,5,1,2,13,14,2,1,2,3,3,4,3,4,6,3,1,0,0,3,2,4,1,5
"1299",1299,60,"RL",313,63887,"Pave",NA,"IR3","Bnk","AllPub","Corner","Gtl","Edwards","Feedr","Norm","1Fam","2Story",10,5,2008,2008,"Hip","ClyTile","Stucco","Stucco","Stone",796,"Ex","TA","PConc","Ex","TA","Gd","GLQ",5644,"Unf",0,466,6110,"GasA","Ex","Y","SBrkr",4692,950,0,5642,2,0,2,1,3,1,"Ex",12,"Typ",3,"Gd","Attchd",2008,"Fin",2,1418,"TA","TA","Y",214,292,0,0,0,480,"Gd",NA,NA,0,1,2008,"New","Partial",160000,11.982929094216,"2",1,0,NA,"200-300SF","> 200SF","0-50SF","$0-$200",0.202472293265132,2.5,3,"Ex",4,10,1,1,"2",3,"TA",3,"Y",1,"30-60",4,5,1,1,12,13,4,3,4,3,3,5,3,4,6,9,1,0,2,13,2,5,1,5
"1300",1300,20,"RL",75,7500,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,1994,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",340,"Rec",906,0,1246,"GasA","Ex","Y","SBrkr",1246,0,0,1246,1,0,1,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",1959,"RFn",1,305,"TA","TA","Y",218,0,0,0,0,0,NA,"GdPrv",NA,0,5,2010,"WD","Normal",154000,11.9447078813958,"1",0,0,"GdPrv","200-300SF","0-50SF","0-50SF","$0-$200",0,1.5,3,"Gd",3,6,0,1,"1",2,"TA",3,"Y",1,"0-30",2,4,1,2,4,4,3,0,2,3,2,3,3,1,2,2,3,4,0,5,2,5,1,5
"1301",1301,60,"RL",NA,10762,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",344,"Gd","TA","PConc","Gd","TA","No","GLQ",694,"Unf",0,284,978,"GasA","Ex","Y","SBrkr",1005,978,0,1983,0,0,2,1,3,1,"Gd",9,"Typ",1,"TA","Attchd",1999,"Fin",2,490,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal",225000,12.3238556811866,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0.973134328358209,2.5,3,"Gd",3,9,1,1,"2",3,"TA",3,"Y",1,"30-60",4,4,1,2,13,14,3,2,3,3,3,4,3,1,6,3,1,0,2,4,2,5,1,5
"1302",1302,70,"RL",NA,7500,"Pave",NA,"IR1","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,7,1942,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",547,"Unf",0,224,771,"GasA","Fa","Y","SBrkr",753,741,0,1494,0,0,1,0,3,1,"Gd",7,"Typ",2,"Gd","Attchd",1942,"Unf",1,213,"TA","TA","P",0,0,0,0,224,0,NA,NA,NA,0,11,2009,"WD","Normal",177500,12.0867258878976,"1",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0.98406374501992,1,3,"Gd",3,7,1,1,"1",2,"TA",3,"P",0,"60-90",2,0,1,2,14,15,3,0,2,3,2,3,3,1,4,3,1,0,1,4,2,2,1,5
"1303",1303,60,"RL",92,10120,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1994,1994,"Hip","CompShg","VinylSd","VinylSd","BrkFace",391,"Gd","TA","PConc","Gd","TA","No","GLQ",740,"Unf",0,425,1165,"GasA","Ex","Y","SBrkr",1203,1323,0,2526,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1994,"RFn",3,844,"TA","TA","Y",309,78,0,0,0,0,NA,NA,NA,0,12,2006,"WD","Normal",290000,12.5776362019627,"3",0,0,NA,"300-400SF","50-100SF","0-50SF","$0-$200",1.0997506234414,2.5,4,"Gd",3,8,1,1,"3",4,"TA",3,"Y",1,"30-60",4,4,1,2,13,14,2,2,3,3,3,4,3,1,6,3,1,0,2,5,2,5,1,5
"1304",1304,20,"RL",73,8688,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",228,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1616,1616,"GasA","Ex","Y","SBrkr",1616,0,0,1616,0,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2005,"RFn",3,834,"TA","TA","Y",208,59,0,0,0,0,NA,NA,NA,0,4,2006,"WD","Normal",232000,12.3544926506484,"3",0,0,NA,"200-300SF","50-100SF","0-50SF","$0-$200",0,2,3,"Gd",3,7,0,1,"3",4,"TA",3,"Y",1,"0-30",4,5,1,2,13,14,2,1,3,3,3,4,3,3,1,0,1,0,7,7,2,5,1,5
"1305",1305,160,"RM",32,3363,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",117,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,976,976,"GasA","Ex","Y","SBrkr",976,732,0,1708,0,0,2,0,3,1,"Gd",7,"Maj1",0,NA,"Detchd",2004,"Unf",2,380,"TA","TA","Y",0,40,0,0,0,0,NA,NA,NA,0,4,2006,"WD","Normal",130000,11.7752897294377,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0.75,2,3,"Gd",3,7,0,0,"2",3,"TA",3,"Y",1,"90-200",4,5,1,2,13,14,4,1,3,3,3,4,3,1,1,0,1,0,4,4,2,5,1,5
"1306",1306,20,"RL",108,13173,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2006,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",300,"Gd","TA","PConc","Ex","TA","No","GLQ",1572,"Unf",0,80,1652,"GasA","Ex","Y","SBrkr",1652,0,0,1652,1,0,2,0,2,1,"Ex",6,"Typ",2,"Ex","Attchd",2006,"Fin",2,840,"TA","TA","Y",404,102,0,0,0,0,NA,NA,NA,0,11,2009,"WD","Normal",325000,12.6915804613119,"2",0,0,NA,"> 400SF","100-150SF","0-50SF","$0-$200",0,2,2,"Ex",4,6,1,1,"2",3,"TA",3,"Y",1,"0-30",4,5,1,2,13,14,4,1,3,3,3,5,3,1,6,7,1,0,1,7,2,5,1,5
"1307",1307,120,"RL",48,6955,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",94,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1368,1368,"GasA","Ex","Y","SBrkr",1368,0,0,1368,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"RFn",2,474,"TA","TA","Y",132,35,0,0,0,0,NA,NA,NA,0,9,2006,"New","Partial",202500,12.2184951655287,"2",0,0,NA,"100-200SF","0-50SF","0-50SF","$0-$200",0,2,2,"Gd",3,6,1,1,"2",3,"TA",3,"Y",1,"90-200",4,5,1,2,13,14,4,1,3,3,3,4,3,1,1,0,1,0,6,6,2,5,1,5
"1308",1308,20,"RL",60,8072,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","Gd","No","ALQ",746,"Unf",0,244,990,"GasA","Ex","Y","SBrkr",990,0,0,990,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",2000,"Unf",2,480,"TA","TA","Y",0,64,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal",138000,11.8350089641393,"2",0,0,NA,"0-100SF","50-100SF","0-50SF","$0-$200",0,1,3,"TA",2,5,0,0,"2",3,"TA",3,"Y",1,"0-30",4,4,1,2,13,14,3,0,2,4,3,4,4,1,5,3,1,0,1,4,2,5,1,5
"1309",1309,20,"RM",100,12000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,7,1948,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",144,"ALQ",608,172,924,"GasA","Ex","Y","SBrkr",1122,0,0,1122,1,0,1,0,2,1,"Gd",6,"Typ",0,NA,"Attchd",1948,"Unf",2,528,"TA","TA","Y",0,36,0,0,0,0,NA,"GdWo",NA,0,5,2008,"WD","Normal",147000,11.8981878657609,"2",0,0,"GdWo","0-100SF","0-50SF","0-50SF","$0-$200",0,1,2,"Gd",3,6,0,1,"2",3,"TA",3,"Y",1,"0-30",2,5,1,2,9,9,3,0,2,3,2,3,3,1,6,1,5,3,1,4,2,5,1,5
"1310",1310,20,"RL",NA,7153,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",88,"TA","TA","CBlock","Gd","TA","No","GLQ",1200,"Unf",0,78,1278,"GasA","Gd","Y","SBrkr",1294,0,0,1294,1,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1991,"RFn",2,496,"TA","TA","Y",112,51,0,0,0,0,NA,"GdWo",NA,0,6,2008,"WD","Normal",179200,12.096257779523,"2",0,0,"GdWo","100-200SF","50-100SF","0-50SF","$0-$200",0,2,3,"Gd",3,6,0,1,"2",3,"TA",3,"Y",1,"0-30",4,4,1,2,7,7,2,1,2,3,2,4,3,1,6,5,1,0,1,6,2,4,1,5
"1311",1311,20,"RL",100,17500,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Crawfor","PosA","Norm","1Fam","1Story",7,8,1959,2002,"Gable","CompShg","BrkFace","HdBoard","None",0,"Gd","Gd","PConc","Gd","TA","Av","GLQ",1406,"Unf",0,496,1902,"GasA","TA","Y","SBrkr",1902,0,0,1902,1,0,2,0,3,1,"Ex",7,"Typ",2,"TA","Attchd",1959,"Fin",2,567,"TA","TA","Y",0,207,162,0,0,0,NA,NA,NA,0,5,2010,"WD","Normal",335000,12.7218858108072,"2",0,0,NA,"0-100SF","> 200SF","150-200SF","$0-$200",0,2,3,"Ex",4,7,1,1,"2",3,"TA",3,"Y",1,"0-30",2,5,1,2,4,7,3,0,3,4,3,4,3,3,6,6,1,0,2,8,2,3,1,5
"1312",1312,20,"RL",68,8814,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",80,"Gd","TA","PConc","Gd","TA","No","GLQ",925,"Unf",0,349,1274,"GasA","Ex","Y","SBrkr",1274,0,0,1274,1,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2005,"RFn",2,508,"TA","TA","Y",264,98,0,0,0,0,NA,NA,NA,0,1,2007,"New","Partial",203000,12.2209612580239,"2",0,0,NA,"200-300SF","50-100SF","0-50SF","$0-$200",0,2,3,"Gd",3,6,0,1,"2",3,"TA",3,"Y",1,"0-30",4,5,1,2,13,14,2,1,3,3,3,4,3,1,6,4,1,0,2,6,2,5,1,5
"1313",1313,60,"RL",NA,9572,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1990,1990,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",336,"Gd","TA","PConc","Ex","TA","No","GLQ",482,"Unf",0,971,1453,"GasA","Ex","Y","SBrkr",1453,1357,0,2810,0,0,2,1,4,1,"Gd",9,"Typ",1,"Ex","Attchd",1990,"RFn",2,750,"Gd","Gd","Y",500,0,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal",302000,12.618182296357,"2",0,0,NA,"> 400SF","0-50SF","0-50SF","$0-$200",0.933929800412939,2.5,4,"Gd",3,9,1,1,"2",3,"Gd",4,"Y",1,"30-60",3,3,1,2,14,15,2,2,3,3,3,5,3,1,6,2,1,0,4,6,2,5,1,5
"1314",1314,60,"RL",108,14774,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",9,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",165,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1393,1393,"GasA","Ex","Y","SBrkr",1422,1177,0,2599,0,0,2,1,4,1,"Gd",10,"Typ",1,"TA","BuiltIn",1999,"Fin",3,779,"TA","TA","Y",668,30,0,0,0,0,NA,NA,NA,0,5,2010,"WD","Normal",333168,12.7164021462475,"3",0,0,NA,"> 400SF","0-50SF","0-50SF","$0-$200",0.827707454289733,2.5,4,"Gd",3,10,1,1,"3",4,"TA",3,"Y",1,"30-60",4,4,1,2,13,14,2,1,3,3,3,4,3,1,1,0,1,0,6,6,2,5,1,5
"1315",1315,20,"RL",60,8190,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,6,1954,1954,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",732,"Unf",0,216,948,"GasA","Ex","Y","SBrkr",948,0,0,948,1,0,1,0,3,1,"TA",5,"Typ",1,"TA","Detchd",1956,"Unf",1,280,"TA","TA","Y",0,36,0,0,0,0,NA,NA,NA,0,10,2007,"WD","Normal",119000,11.6868787720937,"1",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,1,3,"TA",2,5,1,0,"1",2,"TA",3,"Y",1,"0-30",2,0,1,2,14,15,3,0,2,3,2,3,3,1,3,3,1,0,1,4,2,5,1,5
"1316",1316,60,"RL",85,11075,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,5,1969,1969,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Fa","TA","Mn","ALQ",500,"LwQ",276,176,952,"GasA","TA","Y","SBrkr",1092,1020,0,2112,0,0,2,1,4,1,"TA",9,"Typ",2,"Gd","Attchd",1969,"Unf",2,576,"TA","TA","Y",280,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal",206900,12.2399908637336,"2",0,0,NA,"200-300SF","0-50SF","0-50SF","$0-$200",0.934065934065934,2.5,4,"TA",2,9,1,1,"2",3,"TA",3,"Y",1,"30-60",3,1,1,2,7,7,3,0,2,3,2,2,3,2,5,2,2,2,1,4,2,3,1,5
"1317",1317,20,"RL",61,10226,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",270,"Gd","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,1622,1622,"GasA","Ex","Y","SBrkr",1630,0,0,1630,1,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2008,"RFn",3,860,"TA","TA","Y",172,42,0,0,0,0,NA,NA,NA,0,1,2009,"WD","Normal",295493,12.5964004268844,"3",0,0,NA,"100-200SF","0-50SF","0-50SF","$0-$200",0,2,3,"Ex",4,8,1,1,"3",4,"TA",3,"Y",1,"0-30",4,5,1,2,13,14,4,1,3,3,3,5,3,4,1,0,1,0,7,7,2,5,1,5
"1318",1318,120,"FV",47,4230,"Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","Gd","No","Unf",0,"Unf",0,1352,1352,"GasA","Ex","Y","SBrkr",1352,0,0,1352,0,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2006,"RFn",2,466,"TA","TA","Y",0,241,0,0,0,0,NA,NA,NA,0,4,2007,"New","Partial",208900,12.2496109475447,"2",0,0,NA,"0-100SF","> 200SF","0-50SF","$0-$200",0,2,2,"Gd",3,5,1,1,"2",3,"TA",3,"Y",1,"90-200",4,5,1,2,13,14,3,0,3,3,3,5,4,1,1,0,1,0,6,6,2,5,1,5
"1319",1319,20,"RL",NA,14781,"Pave",NA,"IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2001,2002,"Hip","CompShg","VinylSd","VinylSd","BrkFace",178,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,1753,1753,"GasA","Ex","Y","SBrkr",1787,0,0,1787,0,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",2001,"RFn",3,748,"TA","TA","Y",198,150,0,0,0,0,NA,NA,NA,0,8,2006,"WD","Normal",275000,12.5245263766487,"3",0,0,NA,"100-200SF","100-150SF","0-50SF","$0-$200",0,2,3,"Gd",3,7,1,1,"3",4,"TA",3,"Y",1,"0-30",4,5,1,2,13,14,2,1,3,3,3,4,3,4,1,0,1,0,8,8,2,5,1,5
"1320",1320,20,"RL",75,10215,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,1954,1954,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",132,"TA","TA","PConc","TA","TA","No","ALQ",492,"Unf",0,372,864,"GasA","Ex","Y","SBrkr",948,0,0,948,0,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1954,"Unf",1,248,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,2,2007,"WD","Normal",111000,11.6172854802945,"1",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,1,3,"TA",2,5,0,1,"1",2,"TA",3,"Y",1,"0-30",2,0,1,2,14,15,2,1,2,3,3,3,3,1,5,2,1,0,2,4,2,5,1,5
"1321",1321,20,"RL",70,8400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,3,1957,1957,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",189,"Rec",661,628,1478,"GasA","Gd","Y","SBrkr",1478,0,0,1478,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",1957,"RFn",2,442,"TA","TA","Y",114,0,0,0,216,0,NA,NA,NA,0,6,2009,"WD","Normal",156500,11.9608112889623,"2",0,0,NA,"100-200SF","0-50SF","0-50SF","$0-$200",0,1.5,3,"TA",2,6,1,1,"2",3,"TA",3,"Y",1,"0-30",2,0,1,2,4,4,3,0,2,3,2,3,3,1,5,1,3,3,3,6,2,4,1,5
"1322",1322,20,"RL",NA,6627,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","BrkSide","Feedr","Norm","1Fam","1Story",3,6,1949,1950,"Hip","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock",NA,NA,NA,NA,0,NA,0,0,0,"Floor","TA","N","SBrkr",720,0,0,720,0,0,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1955,"Unf",1,287,"TA","Fa","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal",72500,11.1913418408428,"1",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,1,2,"TA",2,4,0,0,"1",2,"Fa",2,"Y",1,"0-30",2,0,1,2,13,14,3,0,2,3,2,0,0,0,0,0,0,0,0,0,1,3,0,5
"1323",1323,60,"RL",107,10186,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1992,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",674,"Unf",0,76,750,"GasA","Ex","Y","SBrkr",1061,862,0,1923,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1992,"RFn",2,564,"TA","TA","Y",240,39,0,0,0,0,NA,NA,NA,0,6,2010,"WD","Normal",190000,12.1547793511426,"2",0,0,NA,"200-300SF","0-50SF","0-50SF","$0-$200",0.8124410933082,2.5,3,"Gd",3,8,1,1,"2",3,"TA",3,"Y",1,"30-60",4,4,1,2,7,7,3,0,3,3,3,4,3,1,6,3,1,0,1,3,2,5,1,5
"1324",1324,30,"RL",50,5330,"Pave",NA,"Reg","HLS","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",4,7,1940,1950,"Hip","CompShg","VinylSd","VinylSd","None",0,"Fa","TA","CBlock","TA","TA","No","LwQ",280,"Unf",0,140,420,"GasA","Gd","Y","SBrkr",708,0,0,708,0,0,1,0,2,1,"Fa",5,"Typ",0,NA,"Detchd",NA,NA,0,0,NA,"TA","Y",164,0,0,0,0,0,NA,NA,NA,0,12,2009,"WD","Normal",82500,11.3205535723228,"0",0,0,NA,"100-200SF","0-50SF","0-50SF","$0-$200",0,1,2,"Fa",1,5,0,0,"0",1,"TA",3,"Y",1,"0-30",2,0,1,2,13,14,3,0,1,3,2,3,3,1,2,2,1,0,1,2,2,4,1,5
"1325",1325,20,"RL",75,9986,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",428,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1795,1795,"GasA","Ex","Y","SBrkr",1795,0,0,1795,0,0,2,0,2,1,"Gd",7,"Typ",1,"Gd","Attchd",2007,"RFn",3,895,"TA","TA","Y",0,49,0,0,0,0,NA,NA,NA,0,2,2007,"New","Partial",147000,11.8981878657609,"3",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,2,2,"Gd",3,7,1,1,"3",4,"TA",3,"Y",1,"0-30",4,5,1,2,13,14,2,2,3,3,3,5,3,3,1,0,1,0,8,8,2,5,1,5
